doi,title,authors,editors,year,publication_date,journal_name,publisher,work_type,language,is_open_access,abstract,subjects,source_url,citation_count,relation,source_db,relevance_score
10.3917/rmm.152.0215,Exode et exil dans la pensée de Maurice Blanchot,Éric Hoppenot,,2015,2015-05-29,Revue de métaphysique et de morale,,article,fr,False,"L’article analyse deux modalités essentielles de l’intertexte biblique dans l’œuvre de Blanchot, l’exode et l’exil. Ces deux mouvements qui fondent l’être juif et sa « vocation métaphysique » s’inscrivent dans un lieu privilégié, le désert. Espace du dénuement total, du retour à l’origine, mais, plus encore, lieu du nomadisme et de l’errance. Dans la pensée de l’« être juif » tel que l’envisage Blanchot, l’exode est à la fois, le fondement du politique, le temps de la révélation, mais aussi celui de l’écriture, et plus particulièrement de l’écriture comme Loi. L’exil, quant à lui revêt une inflexion plus dramatique, car, au contraire de la tradition juive, Blanchot l’envisage dans la démesure d’un mouvement sans fin. Il analyse l’exil comme la conjugaison du retrait divin, de la dispersion d’Israël et de l’incondition d’écrivain. Ainsi, Kafka, en faisant conjointement l’épreuve de ces trois expériences de l’exil, peut incarner la figure de l’écrivain par excellence.",Art | Humanities | Philosophy,https://openalex.org/W1879476576,3.0,,OpenAlex,10
10.4000/13ch9,Un pouvoir sans pouvoir. La puissance de destitution d’après Maurice Blanchot et le comité d’action étudiants-écrivains,Jean-François Hamel,,2019,,Pouvoir de la littérature,Presses universitaires de Rennes,book-chapter,fr,False,,,https://doi.org/10.4000/13ch9,1.0,,Crossref,10
10.4000/books.pupo.21205,Défi de lecture : Thomas l’obscur de Maurice Blanchot,,Anca Călin | Alain Milon,2017,,,Presses universitaires de Paris Nanterre,edited-book,fr,False,,,https://doi.org/10.4000/books.pupo.21205,0.0,,Crossref,10
10.4000/books.pupo.3152,Maurice Blanchot : « Je » ou comment s’en débarrasser,Maxime Decout,,2014,,"Maurice Blanchot, entre roman et récit",Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.3152,1.0,,Crossref,10
10.4000/books.pupo.3135,"Maurice Blanchot, entre roman et récit",,Alain Milon,2014,,,Presses universitaires de Paris Nanterre,edited-book,fr,False,,,https://doi.org/10.4000/books.pupo.3135,1.0,,Crossref,10
10.4000/books.pupo.3150,"Maurice Blanchot, Opus communis",Slimane Lamnaoui,,2014,,"Maurice Blanchot, entre roman et récit",Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.3150,0.0,,Crossref,10
10.4000/books.pur.30063,Maurice Blanchot et la question du pouvoir,Philippe Mesnard,,2005,,L'engagement littéraire,Presses universitaires de Rennes,book-chapter,fr,False,,,https://doi.org/10.4000/books.pur.30063,0.0,,Crossref,10
10.4000/books.puv.939,Chapitre II. « Effacé avant d’être écrit » : Maurice Blanchot et l’art du récit,Marie-Chantal Killeen,,2004,,Essai sur l'indicible,Presses universitaires de Vincennes,book-chapter,fr,False,,,https://doi.org/10.4000/books.puv.939,0.0,,Crossref,10
10.4000/books.pupo.1113,De l’Apocalypse à Amalek. Esquisse d’une réflexion sur la pensée du mal dans l’œuvre de Maurice Blanchot,Éric Hoppenot,,2010,,Maurice Blanchot et la philosophie,Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.1113,1.0,,Crossref,10
10.4000/books.pur.29950,Chapitre V. L’amitié à l’épreuve de l’impersonnalité chez Maurice Blanchot,Olivier Jacquemond,,2009,,L'impersonnel en littérature,Presses universitaires de Rennes,book-chapter,fr,False,,,https://doi.org/10.4000/books.pur.29950,0.0,,Crossref,10
10.4000/books.pupo.915,Lire et commenter selon Maurice Blanchot et Emmanuel Lévinas : le statut de la critique littéraire,Matthieu Dubost,,2008,,"Emmanuel Lévinas-Maurice Blanchot, penser la différence",Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.915,0.0,,Crossref,10
10.4000/books.pupo.897,"Emmanuel Lévinas et Maurice Blanchot : trace, énigme et illéité",Manola Antonioli,,2008,,"Emmanuel Lévinas-Maurice Blanchot, penser la différence",Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.897,0.0,,Crossref,10
10.4000/books.pupvd.29432,Maurice Blanchot et l’écriture fragmentaire : “le temps de l’absence de temps”,Éric Hoppenot,,2002,2002-01-01,Presses universitaires de Perpignan eBooks,Presses universitaires de Perpignan,book-chapter,fr,False,"In memoriam Emmanuel Lévinas et Louis-René des Forêts Dans Les Confessions, Saint Augustin articulait déjà la question posée par le temps à celle du langage : Qu’est-ce en effet que le temps ? Qui serait capable de l’expliquer et de le définir brièvement ? Qui peut le concevoir, même en pensée assez nettement pour exprimer par des mots l’idée qu’il s’en fait ? Est-il cependant notion plus familière et plus connue dont nous usions en parlant ? [...] Qu’est-ce donc que le temps ? Si personne ne...",Art | Humanities | Philosophy,https://openalex.org/W3167051407,4.0,,"Crossref, OpenAlex",10
10.4000/books.pupo.922,« La parole du détour » : Maurice Blanchot et Emmanuel Lévinas,Caroline Sheaffer-Jones,,2008,,"Emmanuel Lévinas-Maurice Blanchot, penser la différence",Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.922,0.0,,Crossref,10
10.4000/books.pupo.18845,Maurice Blanchot et Maître Eckhart. Expérience du dehors et anéantissement mystique,Sébastien Galland,,2020,,Maurice Blanchot et l’Allemagne,Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.18845,0.0,,Crossref,10
10.4000/books.pupo.18830,Maurice Blanchot… vers quel paysage allemand ?,Alain Milon,,2020,,Maurice Blanchot et l’Allemagne,Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.18830,0.0,,Crossref,10
10.4000/books.pupo.1129,"Maurice Blanchot, lecteur de Lévinas",Georges Hansel,,2010,,Maurice Blanchot et la philosophie,Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.1129,0.0,,Crossref,10
10.4000/books.pupo.18795,Maurice Blanchot et l’Allemagne,,Hugues Choplin | Éric Hoppenot | Alain Milon,2020,,,Presses universitaires de Paris Nanterre,edited-book,fr,False,,,https://doi.org/10.4000/books.pupo.18795,0.0,,Crossref,10
10.4000/books.pupo.1127,"Maurice Blanchot, Roland Barthes, une « ancienne conversation »",Éric Marty,,2010,,Maurice Blanchot et la philosophie,Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.1127,1.0,,Crossref,10
10.4000/books.pupo.18930,"Un même autre, un autre même. Maurice Blanchot et Walter Benjamin",Vivian Liska,,2020,,Maurice Blanchot et l’Allemagne,Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.18930,0.0,,Crossref,10
10.4000/books.pupo.18890,« L’attente » de Maurice Blanchot et la conception heideggérienne du temps,Deborah M. Hess,,2020,,Maurice Blanchot et l’Allemagne,Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.18890,0.0,,Crossref,10
10.4000/books.pupo.21532,"La Mort de Dieu. Maurice Blanchot, dans l’ombre de Nietzche, Bataille et Klossowski",Thibault Ulysse Comte,,2019,,Leçon d’économie générale : l’expérience-limite chez Bataille-Blanchot-Klossowski,Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.21532,0.0,,Crossref,10
10.54310/elpis.2023.1.12,Megszakítás. Maurice Blanchot és a vita minimuma,Zoltán Popovics,,2023,,Elpis Filozófiatudományi Folyóirat,Eötvös Loránd University,journal-article,,False,,,https://doi.org/10.54310/elpis.2023.1.12,0.0,,Crossref,10
10.5749/culturalcritique.88.2014.0054,TOTALITY AND THE COMMON: HENRI LEFEBVRE AND MAURICE BLANCHOT ON EVERYDAY LIFE,Jen Hui Bon Hoa,,2014,2014-01-01,Cultural Critique,University of Minnesota Press,article,en,False,,Aesthetics | Art | Epistemology | Everyday life | Philosophy,https://openalex.org/W1501390262,6.0,,"Crossref, OpenAlex",10
10.5771/9783495808351-75,La réception de la pensée d’E. Lévinas chez Jean-François Lyotard et Maurice Blanchot: le motif de l’»être juif«,Sophie Nordmann,,2016,,Lesarten der Freiheit,Verlag Karl Alber,book-chapter,,False,,,https://doi.org/10.5771/9783495808351-75,0.0,,Crossref,10
10.4000/books.pupo.3172,"Critiques de Thierry Maulnier à propos des deux premiers romans de Maurice Blanchot, Thomas l’Obscur et Aminadab",Thierry Maulnier,,2014,,"Maurice Blanchot, entre roman et récit",Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.3172,0.0,,Crossref,10
10.4000/books.pupo.865,Question de singularité(s) : la figure de l’enfant et les limites de l’entretien entre Maurice Blanchot et Emmanuel Lévinas,Arthur Cools,,2008,,"Emmanuel Lévinas-Maurice Blanchot, penser la différence",Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.865,0.0,,Crossref,10
10.4000/books.pupo.845,"Emmanuel Lévinas-Maurice Blanchot, penser la différence",,Éric Hoppenot | Alain Milon,2008,,,Presses universitaires de Paris Nanterre,edited-book,fr,False,,,https://doi.org/10.4000/books.pupo.845,2.0,,Crossref,10
10.4000/books.pupo.891,"Maurice Blanchot, son ami, son allié",Georges Hansel,,2008,,"Emmanuel Lévinas-Maurice Blanchot, penser la différence",Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.891,0.0,,Crossref,10
10.4000/books.pupo.886,L’épreuve du mal ou l’injonction éthique de l’écriture : lecture de Maurice Blanchot et d’Emmanuel Lévinas,Pierre-Antoine Chardel,,2008,,"Emmanuel Lévinas-Maurice Blanchot, penser la différence",Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.886,0.0,,Crossref,10
10.1086/655204,Introduction to “Letter to Maurice Blanchot on the Creation of the State of Israel”,Sarah Hammerschlag,,2010,,Critical Inquiry,University of Chicago Press,journal-article,en,False,,,https://doi.org/10.1086/655204,0.0,,Crossref,10
10.1086/655205,Letter to Maurice Blanchot on the Creation of the State of Israel,Emmanuel Lévinas,,2010,2010-06-01,Critical Inquiry,University of Chicago Press,letter,en,False,,Algorithm | Art history | Classics | Computer science | Download | History | Library science | Philosophy | Political science | State (computer science) | World Wide Web,https://openalex.org/W2029473706,2.0,,"Crossref, OpenAlex",10
10.1086/655206,The Final Meeting between Emmanuel Lévinas and Maurice Blanchot,Michaël Lévinas,,2010,,Critical Inquiry,University of Chicago Press,journal-article,en,False,,,https://doi.org/10.1086/655206,0.0,,Crossref,10
10.1086/507746,"Kevin Hart, . <i>The Dark Gaze: Maurice Blanchot and the Sacred</i>. Chicago: University of Chicago Press, 2005. x+301 pp. $22.00 (paper).",Graham Ward,,2006,,The Journal of Religion,University of Chicago Press,journal-article,en,False,,,https://doi.org/10.1086/507746,0.0,,Crossref,10
10.1093/fs/lv.3.423,"REVIEWS Maurice Blanchot le principe de fiction. By HURAULTMARIE-LAURE, (L'lmaginaire du texte) Saint-Denis, Presses Universitaires de Vincennes, 1999. 240. pp. 140F, €21.34.",MICHAEL HOLLAND,,2001,,French Studies,Liverpool University Press,journal-article,en,False,,,https://doi.org/10.1093/fs/lv.3.423,0.0,,Crossref,10
10.1086/671972,"<i>Kevin Hart</i> Clandestine Encounters: Philosophy in the Narratives of Maurice Blanchot<i>Clandestine Encounters: Philosophy in the Narratives of Maurice Blanchot</i>. Edited by Kevin Hart. Notre Dame, IN: University of Notre Dame Press, 2010. Pp. ix+336.",Wyatt Bonikowski,,2013,,Modern Philology,University of Chicago Press,journal-article,en,False,,,https://doi.org/10.1086/671972,0.0,,Crossref,10
10.1093/fmls/cqn014,"""Ce mot sec et latin par surcroit"": Maurice Blanchot, Literature and Nihilism",S. Weller,,2008,,Forum for Modern Language Studies,Oxford University Press (OUP),journal-article,en,False,,,https://doi.org/10.1093/fmls/cqn014,1.0,,Crossref,10
10.1086/730335,:<i>Maurice Blanchot on Poetry and Narrative: Ethics of the Image</i>,Bryan Counter,,2024,,Critical Inquiry,University of Chicago Press,journal-article,en,False,,,https://doi.org/10.1086/730335,0.0,,Crossref,10
10.1093/fs/lii.4.488,"REVIEWS Maurice Blanchot et le déplacement d'Orphée. By MICHELCHANTAL. Saint-Genouph, Nizet, 1997. 183 pp. Pb 130 F.",PATRICK FFRENCH,,1998,,French Studies,Liverpool University Press,journal-article,en,False,,,https://doi.org/10.1093/fs/lii.4.488,0.0,,Crossref,10
10.1093/fs/liii.2.233-b,"REVIEWS Maurice Blanchot: The Demand of Writing. (Warwick Studies in European Philosophy). Edited by GILLCAROLYN BAILEY. London—New York, Routledge, 1996. xiii + 234 pp.",STEVEN JARON,,1999,,French Studies,Liverpool University Press,journal-article,en,False,,,https://doi.org/10.1093/fs/liii.2.233-b,0.0,,Crossref,10
10.1093/fs/liv.3.403-b,"REVIEWS Politics and Literature: The Case of Maurice Blanchot. By HESSDEBORAH M.. (Currents in Comparative Romance Languages and Literatures). Bern, Peter Lang, 1999. vi + 272 pp.",LESLIE HILL,,2000,,French Studies,Liverpool University Press,journal-article,en,False,,,https://doi.org/10.1093/fs/liv.3.403-b,0.0,,Crossref,10
10.5040/9781350349087,Maurice Blanchot on Poetry and Narrative,,Kevin Hart,2023,,,Bloomsbury Academic,monograph,,False,,,https://doi.org/10.5040/9781350349087,1.0,,Crossref,10
10.5040/9781350062245.ch-010,Where the Center of the Rupture Is Called Judaism: Maurice Blanchot and Religion after Religion,Kirsten Collins,,2019,,All Religion Is Inter-Religion,Bloomsbury Academic,book-chapter,,False,,,https://doi.org/10.5040/9781350062245.ch-010,0.0,,Crossref,10
10.4324/9781315015507-22,"Maurice Blanchot, Artaud",,,2014,2014-04-04,,,book-chapter,en,False,,Art,https://openalex.org/W4241885309,1.0,,OpenAlex,10
,Maurice Blanchot : l'excès par défaut,Laurent Mattiussi,,2009,,,,COUV,,,,,,,,HAL,10
,Image imaginaire dans l'oeuvre de Maurice Blanchot,Kader Mokaddem,,2007,,,,COMM,,,,,,,,HAL,10
,"Maurice Blanchot, Roland Barthes, une ancienne conversation",Eric Marty,,2009,,Les Temps Modernes,,ART,,,,,,,,HAL,10
,"Maurice Blanchot, numéro spécial",Evelyne Grossman,,2007,,,,OUV,,,,,,,,HAL,10
,"Allégories de la souveraineté : politique et littérature, à partir de Maurice Blanchot",Peter Murvai,,2011,,,,THESE,,,,,,,,HAL,10
,Michel Foucault et Maurice Blanchot : l'écho d'une relation impersonnelle.,Salatyiel Zue Aba'A,,2023,,,,COUV,,,,,,,,HAL,10
10.1057/s41296-018-0212-9,From resistance to invention in the politics of the impossible: Bernard Stiegler’s political reading of Maurice Blanchot,Ben Turner,,2018,2018-03-20,Contemporary Political Theory,,article,en,False,,Biology | Critical theory | Ecology | Epistemology | Law | Linguistics | Philosophy | Political philosophy | Political science | Politics | Psychoanalysis | Psychology | Reading (process) | Resistance (ecology) | Sociology,https://openalex.org/W2790561702,3.0,,OpenAlex,10
10.1017/cbo9781316145463.004,Maurice Blanchot and the politics of narrative genres,,,2015,,"Literature, Ethics, and Decolonization in Postwar France",Cambridge University Press,book-chapter,,False,,,https://doi.org/10.1017/cbo9781316145463.004,0.0,,Crossref,10
10.1017/cbo9781139022309.100,Maurice Blanchot (1907–2003),,,2014,,The Cambridge Foucault Lexicon,Cambridge University Press,book-chapter,,False,,,https://doi.org/10.1017/cbo9781139022309.100,0.0,,Crossref,10
10.1017/9781108566001.006,Writing the Disaster: Maurice Blanchot,Shane Weller,,2018,2018-11-05,Cambridge University Press eBooks,,book-chapter,en,False,A summary is not available for this content so a preview has been provided. Please use the Get access link above for information on how to access this content.,History | Psychology,https://openalex.org/W4297577390,1.0,,OpenAlex,10
10.1023/b:huma.0000022538.64783.ee,"Dissymmetry and Height: Rhetoric, Irony and Pedagogy in the Thought of Husserl, Blanchot and Levinas",Gary Peters,,2004,2004-04-03,Human Studies,,article,en,False,,Aesthetics | Epistemology | Hermeneutics | Intersubjectivity | Irony | Linguistics | Modern philosophy | Phenomenology (philosophy) | Philosophy | Rhetoric | Sociology | Solipsism | Theology,https://openalex.org/W1979610013,3.0,,OpenAlex,9
10.1080/09697250020012179,"DELEUZE AND DERRIDA, BY WAY OF BLANCHOT - an interview",Zsuzsa Baross,,2000,2000-08-01,Angelaki,,article,en,False,,Philosophy | Psychoanalysis | Psychology,https://openalex.org/W2116251638,5.0,,OpenAlex,9
10.1080/0969725022000032526,IMPERSONAL EXISTENCE: a conceptual genealogy of the “there is” from heidegger to blanchot and levinas,William Large,,2002,2002-12-01,Angelaki,,article,en,False,"(2002). IMPERSONAL EXISTENCE: a conceptual genealogy of the “there is” from heidegger to blanchot and levinas. Angelaki: Vol. 7, No. 3, pp. 131-142.",Epistemology | Genealogy | History | Philosophy,https://openalex.org/W1988697202,17.0,,OpenAlex,9
10.1080/0969725022000046189,Literature in Secret: Crossing Derrida and Blanchot,Ginette Michaud,,2002,2002-08-01,Angelaki,,article,en,False,,Philosophy,https://openalex.org/W2059138644,5.0,,OpenAlex,9
10.1080/09697250802156018,Nancy responds to blanchot,Greg Bird,,2008,2008-04-01,Angelaki,,article,ms,False,"Click to increase image sizeClick to decrease image size Notes notes I would like to thank my committee members Brian Singer, John O’Neill and Philip Walsh. Each has played a formative role in my studies that led to this article and each has also thoroughly commented on an earlier draft of it. I would also like to thank the anonymous reviewers for their helpful comments. Thanks are also due to Salah el Moncef for his timely and pleasant correspondence during the final stages of this process. Finally, I would like to thank the rest of the editorial team at Angelaki, including the copy editor, all of whom keep this journal going. 1 All the translations for this text are my own. 2 for a pro-Levinasian defence of Blanchot see Bernasconi; Critchley; and Ingram. For a pro-Heideggerian account of Nancy's work see Gaon; George; Gratton; James, Fragmentary Demand and “On Interrupted Myth”; and Raffoul. 3 for an account of Nancy's discussion on this formula see Wagner. 4 for an account of Nancy's rejection of this formula see Critchley; Devisch, “Trembling Voice,” “La ‘négativité sans emploi’” and “Entre crochets”; Domanov; Gilbert-Walsh; Gratton; Ingram; James, Fragmentary Demand and “On Interrupted Myth”; Lysaker, “On What is to be Done”; MacKendrick; May; Norris; Raffoul; and Wagner. 5 for an account of Nancy's rejection of this formula see Devisch, “Trembling Voice”. 6 for an account of both Nancy and Blanchot see Bernasconi. For an account of Nancy see Devisch, “Trembling Voice” and “La ‘négativité sans emploi’”; Domanov; Gaon; Gratton; Ingram; James, Fragmentary Demand and “On Interrupted Myth”; Lysaker, “On What is to be Done”; MacKendrick; May; Norris; Raffoul; and Wagner. 7 This leads to the notion of a “political community,” which is juxtaposed to the “nation-State.” For an account of Nancy's rejection of this formula see Devisch, “La ‘négativité sans employ,’” “Being Mondaine” and “Entre crochets”; Domanov; James, Fragmentary Demand; and Norris. 8 This formula is very close to the latter one; sometimes it is taken up as an offshoot of it. There are a number of ways in which this topic is taken up; however, I have not yet found a reading that deals explicitly with how both Nancy and Blanchot compare and contrast on this account. Bernasconi has cited a passage where Blanchot affirms society vis-à-vis community, which I will take up in the following section (see Bernasconi). And Gaon claims that Blanchot operates within this logic, while Nancy moves outside of it; however, Gaon's paper also tends to fuse Nancy's readings of community within the confines of this hypostasis as well (see Gaon). For an account of how Nancy attempts to move beyond this framework see Gratton; James, Fragmentary Demand; Lysaker, “On What is to be Done”; May; Norris; and Raffoul. For an account that mixes these two spheres in Nancy, in a hypostasis, see Devisch, “Trembling Voice,” “La ‘négativité sans emploi’” and “Entre crochets”; Domanov; Ingram; and Wagner. Finally, for a Nancean-inspired account of how this hypostasis works, see Lingis, esp. 155–57. 9 This is really an extension to number 3. For an account of Nancy's rejection of this formula see Devisch, “Trembling Voice”; Gratton; Ingram; James, Fragmentary Demand; MacKendrick; May; Norris; and Wagner. 10 It should be noted that Blanchot's The Unavowable Community was written as a response to Nancy's essay “The Inoperative Community” which appeared in Alea (Nancy, “La Communauté désœuvrée”). Nancy republished his essay, with minor revisions, along with other essays under the same title. I will be using the English translation of the latter essay (Nancy, Inoperative Community) because this version does not substantially deal with Blanchot's critique. As Bernasconi has noted, “Nancy did everything he could to reinforce the impression that Blanchot accepted his position on community” (Bernasconi 6). Also, this will be the only translated text that I am using for this paper. Blanchot's text, as well as Nancy's later responses, build upon a technical vocabulary which can be missed when translated into English, so I will work on my own translations. 11 This is a curt account of Nancy's fundamental criticisms of what he calls the foundational logos of modern Western notions of community. It should also be noted that when I speak of “traditional notions of community” I am reproducing Nancy's vocabulary, which is supposed to be directed solely towards Western metaphysical accounts of community. Further, one could problematize this homogenizing account of the modern Western notion of community as sovereign by looking at it from a historical perspective (see Bernasconi; Critchley; and Norris); however, I will leave this aspect open because I have chosen to focus on the hypostasis. 12 In this text, Nancy claims that this is an “ontological ‘sociality’” (ibid. 28). This should not be confused with “social ontology,” which some commentators have claimed (see Critchley; and Devisch, “Trembling Voice”). Raffoul has taken up this point by claiming that it is an “ontology of ‘the social’ that is more originary than any society, any individuality, and any essence of Being” (37). I will further outline this position later in this paper. 13 In Bernasconi's defence, his article was published in 1993 right around the time that Nancy was starting to reconsider his use of the death of the other and communication–both topics I consider further below. Plus, Blanchot had posited these two as hard alternatives. 14 It is important to note that Blanchot consistently refers to relations in the current society as “associated relations.” This is a common theme that spans Western social theory. It can be found in the direct translation of T önnies’ description of “gesellschaft,” Weber's “vergesellschaftung” (associative relationships), Rousseau's Social Contract, Parson's “ordering society,” Durkheim's “collective consciousness,” Marx's description of social relationships in Capitalism, Foucault's “disciplinary society,” and Simmel's “blasé attitude,” as well as multiple phenomenological accounts of relationships within the everyday world, such as Lingis's description of social relations (op. cit.), Husserl's “passive genesis” that occurs within the natural attitude, Heidegger's “das Man,” Sartre's “seriality,” Schutz's mundane “We-relationship,” and so on. 15 Using Bataille's last attempt to articulate the exigency of community, Blanchot points to the double imperative that shows up in making community said. The “tear” or exposure of the subject to the other is undone when the subject attempts to “communicate” this relation. These moments destroy each other. We find this reflexive moment within the economy of the Same, which results in a productivist notion of the “negative community” (see ibid. 40–45). This is simultaneously a critique of Nancy on the level of the hypostasis that occurs through language. 16 It should be noted that Levinas does not take this precaution in Totalité et infini. He does attempt to break free from the communist exigency, but he only does so by criticizing the adequation between the “common” with property, while privileging the “social.” The latter is represented in the third, which acts as a space between the self and the other (see Lévinas). As it will become apparent below, Levinas's manner of addressing relationships could be read as a reformulation of associative, hence societal, relations. 17 It should be noted that this minute passage contains the only explicit reference to Ricoeur that I have found in all the texts written by Nancy that have been cited in this paper. As I will show in this section, however, this single remark directs us towards an extremely important referential point in Nancy. So we should note that most of the following is my attempt to fill in the details of the relationship between Nancy's theory with Ricoeur's, including the way in which Nancy's moves beyond Ricoeur's. 18 Without going into the minute details of Nancy's ontological argument here, I should point out that in The Sense of the World Nancy claims that the “insofar as” should not be understood in a significative sense, but acknowledged insofar as it is a sense of “signifiance.” Signifiance “indicates an order or register anterior to the order of signification” (Nancy, Sense of the World 172, fn. 11). It opens up a “third way” of the touch that “ex-propriates” beings from the significative sense of the world. Is this a new hypostasis? Possibly, but it is not so in the sense of significative understanding that is thought from a stance underneath the object. Following Agamben, he also employs a non-objective language by saying that it points to a “whatever” (ibid. 72–74; Agamben). So it is outside of language or beyond the hypostasis of language. 19 This text contains both an English translation (23–41) and a German edition (85–106). I will refer to both as I have elected to retranslate some of the English version.",Art | Art history | George (robot) | History | Literature | Mythology | Philosophy,https://openalex.org/W1992256526,6.0,,OpenAlex,9
10.1007/s11007-013-9266-9,The ‘face’ of the il y a: Levinas and Blanchot on impersonal existence,Kris Sealey,,2013,2013-08-14,Continental Philosophy Review,,article,en,False,,Epistemology | Face (sociological concept) | Law | Linguistics | Phenomenology (philosophy) | Philosophy | Political philosophy | Political science | Politics | Reading (process) | Sociology,https://openalex.org/W1991176352,14.0,,OpenAlex,9
10.4324/9780203004753,Blanchot,Leslie Hill,,2002,2002-01-04,,,book,en,False,"Blanchot provides a compelling insight into one of the key figures in the development of postmodern thought. Although Blanchot's work is characterised by a fragmentary and complex style, Leslie Hill introduces clearly and accessibly the key themes in his work. He shows how Blanchot questions the very existence of philosophy and literature and how we may distinguish between them, stresses the importance of his political writings and the relationship between writing and history that characterised Blanchot's later work; and considers the relationship between Blanchot and key figures such as Emmanuel Levinas and Georges Bataille and how this impacted on his work. Placing Blanchot at the centre stage of writing in the twentieth century, Blanchot also sheds new light on Blanchot's political activities before and after the Second World War. This accessible introduction to Blanchot's thought also includes one of the most comprehensive bibliographies of his writings of the last twenty years.",Computer science,https://openalex.org/W4234492419,1.0,,OpenAlex,9
10.5422/fso/9780823225347.003.0008,Lacoue-Labarthe between Derrida and Blanchot,John Martis,,2005,,Philippe Lacoue-Labarthe,Fordham University Press,book-chapter,,False,,,https://doi.org/10.5422/fso/9780823225347.003.0008,0.0,,Crossref,9
10.5422/fso/9780823226719.003.0008,Seven: The Unerasable Difference (Levinas in Blanchot),Gabriel Riera,,2006,,Intrigues,Fordham University Press,book-chapter,,False,,,https://doi.org/10.5422/fso/9780823226719.003.0008,0.0,,Crossref,9
10.5840/jh20036134,The Unbearable Trauma and Witnessing in Blanchot and Levinas,Lars Iyer | None None,,2003,2003-01-01,Janus head,Philosophy Documentation Center,article,en,False,,Philosophy | Psychoanalysis | Psychology,https://openalex.org/W2946068832,5.0,,"Crossref, OpenAlex",9
10.5840/studphaen20077special43,"Penser le neutre: Blanchot, Levinas",Laura Marin | None None,,2007,,Studia Phaenomenologica,Philosophy Documentation Center,journal-article,,False,,,https://doi.org/10.5840/studphaen20077special43,0.0,,Crossref,9
10.5860/choice.37-2723,"Radical passivity: Levinas, Blanchot, and Agamben",,,2000,2000-01-01,Choice Reviews Online,,article,en,False,,Electrical engineering | Engineering | Passivity | Philosophy | Psychoanalysis | Psychology,https://openalex.org/W1533477466,93.0,,OpenAlex,9
10.5860/choice.39-4465,"The delirium of praise: Bataille, Blanchot, Deleuze, Foucault, Klossowski",,,2002,2002-04-01,Choice Reviews Online,,article,en,False,"Contents: 1 Introduction: Noli me legere (Don't read me) 2 Chattering Silences: Bataille and Blanchot on Louis-Rene des Forets's Le Bavard 3 O My Friends, There is No Friend: Blanchot, Foucault, and Derrida 4 Madness and Repetition: The Absence of Work in Deleuze, Foucault and Jacques Martin 5 Bodies, Sickness, and Disjunction: Deleuze, Klossowski, and the Revocation of Nietzsche 6 Objects, Reserve, and the General Economy: Klossowski, Bataille, and Sade 7 Conclusion: Intellectual Hospitality",Delirium | Philosophy | Praise | Psychiatry | Psychoanalysis | Psychology | Psychotherapist,https://openalex.org/W1576704391,45.0,,OpenAlex,9
10.4000/books.pupo.899,"« Un récit ? » – de Bataille : la poétique du témoignage selon Blanchot, Derrida et Lévinas",Peter Frei,,2008,,"Emmanuel Lévinas-Maurice Blanchot, penser la différence",Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.899,1.0,,Crossref,9
10.4000/books.pupo.21497,"Les parenthèses – un temps d’écriture, un temps du dehors : Blanchot, Derrida, Mallarmé",Jena Whitaker,,2019,,Leçon d’économie générale : l’expérience-limite chez Bataille-Blanchot-Klossowski,Presses universitaires de Paris Nanterre,book-chapter,fr,False,,,https://doi.org/10.4000/books.pupo.21497,0.0,,Crossref,9
10.3366/olr.2025.0484,"‘Our Fate, Which Remains Shackled to the Hardened Crust of a Planet’: Blanchot and Derrida’s Lautréamont",Philippe Lynes,,2025,,Oxford Literary Review,Edinburgh University Press,journal-article,en,False,,,https://doi.org/10.3366/olr.2025.0484,0.0,,Crossref,9
